compound_name,SMILES,inchikey,ESI_mode,logRF_original,isotope_correction,organic_modifier,organic_pc,vendor,instrument_model,mass_analyzer,ESI_source,eluent_composition,publication,doi,viscosity,surface_tension,polarity_index,pH.aq.,NH4,logP,apKa1,apKa2,bpKa1,bpKa2
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,0.13,108.5474435,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.29,110.0088789,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.41,117.8205384,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,1.99,113.9564412,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.11,108.6135262,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,0.7,107.7610125,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,-0.43,109.7564551,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,-0.22,108.5929963,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,1.98,109.8163178,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,0.02,108.2276665,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,0.77,107.7610125,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.39,108.0221671,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,0.63,108.5474435,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,-0.16,107.0759057,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,0.83,113.8022558,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,1.78,108.5474435,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,0.15,114.0714544,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,0.19,108.5474435,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.49,110.0088789,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.4,117.8205384,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,1.98,113.9564412,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.07,108.6135262,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,0.72,107.7610125,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,-0.43,109.7564551,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,-0.24,108.5929963,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,2.06,109.8163178,MeCN,40,NA,Agilent 6495,NA,ESI,"MeCN/NH3 40/60 c_overall = 31 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.89,31.10415488,8.44,10.5,1,1.19,1.25,2.37,-8.23,-8.23
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,0.86,107.7610125,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.54,108.0221671,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,0.48,108.5474435,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,-0.42,107.0759057,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,0.81,113.8022558,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,1.92,108.5474435,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,0.1,114.0714544,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,-0.06,108.5474435,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.44,110.0088789,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.5,117.8205384,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,2.02,113.9564412,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.09,108.6135262,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,0.69,107.7610125,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,-0.54,109.7564551,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,-0.35,108.5929963,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,2.15,109.8163178,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,0,108.2276665,MeCN,60,NA,Agilent 6495,NA,ESI,"MeCN/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.77,30.53237952,7.56,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,0.88,107.7610125,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.71,108.0221671,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,0.65,108.5474435,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,-0.46,107.0759057,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,0.8,113.8022558,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,2.14,108.5474435,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,0.08,114.0714544,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,0.03,108.5474435,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.64,110.0088789,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.68,117.8205384,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,2.07,113.9564412,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.27,108.6135262,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,0.72,107.7610125,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,-0.51,109.7564551,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,-0.36,108.5929963,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,2.27,109.8163178,MeCN,80,NA,Agilent 6495,NA,ESI,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.57,32.18706944,6.68,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,-2.13,108.2276665,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,0.75,107.7610125,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.62,108.0221671,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,0.76,108.5474435,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,1.98,2.79,13.23,-6.29,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,-0.14,113.8022558,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,2.2,108.5474435,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,-2.39,114.0714544,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,-1.65,108.5474435,MeCN,100,NA,Agilent 6495,NA,ESI,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.28,27.86,5.8,10.5,1,1.33,4.38,9.67,-6.06,NA
